,text,labels
2859,I never get invited to blind parties. //n I never get invited to parties.,1
2860,I never get invited to parties. //n I never get invited to good parties.,0
2861,I never get invited to good parties. //n I never get invited to parties.,1
2862,I never get invited to parties. //n I never get invited to funny parties.,0
2863,I never get invited to funny parties. //n I never get invited to parties.,1
2864,He is no ordinary student. //n He is no ordinary college student.,0
2865,He is no ordinar college student. //n He is no ordinary student.,1
2866,He is no ordinary student. //n He is no ordinary undergraduate student.,0
2867,He is no ordinary undergraduate student. //n He is no ordinary student.,1
2868,He is no ordinary student. //n He is no ordinary master's student.,0
2869,He is no ordinary master's student. //n He is no ordinary student.,1
2870,He would accept no compromise. //n He would accept no weak compromise.,0
2871,He would accept no weak compromise. //n He would accept no compromise.,1
2872,He would accept no compromise. //n He would accept no sell-out compromise.,0
2873,He would accept no compromise. //n He would accept no unnecessary compromise.,0
2874,He would accept no unnecessary compromise. //n He would accept no compromise.,1
2875,He would accept no compromise. //n He would accept no policy compromise.,0
2876,He would accept no policy compromise. //n He would accept no compromise.,1
2877,He would accept no compromise. //n He would accept no more compromise.,0
2878,I will never write again in English. //n I will never write and speak again in English.,1
2879,I will never write and speak again in English. //n I will never write again in English.,0
2880,I will never write again in English. //n I will never write stories again in English.,0
2881,I will never write stories again in English. //n I will never write again in English.,1
2882,I hope he hasn't had an accident. //n I hope he hasn't had an emergency accident.,0
2883,I hope he hasn't had an accident. //n I hope he hasn't had an accident recently.,0
2884,I hope he hasn't had an accident. //n I hope he hasn't had an accident with a car.,0
2885,I hope he hasn't had an accident. //n I hope he hasn't had a car accident.,0
2886,I don't have a good appetite. //n I don't have a good appetite today.,0
2887,I don't have a good appetite. //n I don't have a good appetite for vegetable.,0
2888,I don't have a good appetite for vegetable. //n I don't have a good appetite.,1
2889,I don't have a good appetite. //n I don't have a good appetite for Italian food.,0
2890,I don't have a good appetite for Italian food. //n I don't have a good appetite.,1
2891,I don't have a good appetite. //n I don't have a good appetite as i'm on a diet.,0
2892,You'll never finish translating sentences on Tatoeba. //n You'll never finish translating sentences on Tatoeba website.,0
2893,You'll never finish translating sentences on Tatoeba website. //n You'll never finish translating sentences on Tatoeba.,1
2894,No smoking is allowed at this train station. //n No tobacco smoking is allowed at this train station.,0
2895,No tobacco smoking is allowed at this train station. //n No smoking is allowed at this train station.,1
2896,No smoking is allowed at this train station. //n No smoking at any time is allowed at this train station.,0
2897,No smoking is allowed at this train station. //n No smoking inside is allowed at this train station.,0
2898,No smoking inside is allowed at this train station. //n No smoking is allowed at this train station.,1
2899,No smoking is allowed at this train station. //n No smoking cigarettes is allowed at this train station.,0
2900,No smoking cigarettes is allowed at this train station. //n No smoking is allowed at this train station.,1
2901,You have no legal right to seize my property. //n You have no legal position to seize my property.,0
2902,You have no legal right to seize my property. //n You have no legal authority to seize my property.,0
2903,You have no legal right to seize my property. //n You have no legal right and also any international right to seize my property.,0
2904,You have no legal right to seize my property. //n You have no legal freedom to seize my property.,0
2905,You have no legal right to seize my property. //n You have no legal permission to seize my property.,0
2906,You have no legal right to seize my property. //n You have no legal liberty to seize my property.,0
2907,They don't have enough ground space to camp. //n They don't have enough clean ground space to camp.,0
2908,They don't have enough clean ground space to camp. //n They don't have enough ground space to camp.,1
2909,They don't have enough ground space to camp. //n They don't have enough flat ground space to camp.,0
2910,They don't have enough flat ground space to camp. //n They don't have enough ground space to camp.,1
2911,They don't have enough ground space to camp. //n They don't have enough open ground space to camp.,0
2912,They don't have enough open ground space to camp. //n They don't have enough ground space to camp.,1
2913,They don't have enough ground space to camp. //n They don't have enough free ground space to camp.,0
2914,They don't have enough free ground space to camp. //n They don't have enough ground space to camp.,1
2915,They don't have enough ground space to camp. //n They don't have enough surface space to camp.,0
2916,They don't have enough ground space to camp. //n They don't have enough territory space to camp.,0
2917,Arabic isn't a difficult language. //n Arabic isn't a difficult and rare language.,0
2918,Arabic isn't a difficult language. //n Arabic isn't a difficult old language.,0
2919,Arabic isn't a difficult language. //n Arabic isn't a difficult world language.,0
2920,Arabic isn't a difficult language. //n Arabic isn't a difficult and very complicated language.,0
2921,It is no wonder that a man of his ability is so successful. //n It is no wonder that a person of his ability is so successful.,0
2922,It is no wonder that a man of his ability is so successful. //n It is no wonder that a good man of his ability is so successful.,0
2923,It is no wonder that a man of his ability is so successful. //n It is no wonder that a great man of his ability is so successful.,0
2924,I don't use birth control. //n I don't use pills.,0
2925,"If you touch the wire, you'll get a shock. //n If you touch the bare wire, you'll get a shock.",0
2926,"If you touch the bare wire, you'll get a shock. //n If you touch the wire, you'll get a shock.",1
2927,"If you touch the wire, you'll get a shock. //n If you touch the electric wire, you'll get a shock.",0
2928,"If you touch the electric wire, you'll get a shock. //n If you touch the wire, you'll get a shock.",1
2929,"If you touch the wire, you'll get a shock. //n If you touch the copper wire, you'll get a shock.",0
2930,"If you touch the copper wire, you'll get a shock. //n If you touch the wire, you'll get a shock.",1
2931,"If you touch the wire, you'll get a shock. //n If you touch the long wire, you'll get a shock.",0
2932,"If you touch the long wire, you'll get a shock. //n If you touch the wire, you'll get a shock.",1
2933,"If you touch the wire, you'll get a shock. //n If you touch the damaged wire, you'll get a shock.",0
2934,"If you touch the damaged wire, you'll get a shock. //n If you touch the wire, you'll get a shock.",1
2935,"You can't learn here, this is a school! //n You can't learn here, this is a great school!",0
2936,I take my tea without sugar. //n I take my tea without sweetener.,0
2937,Tom doesn't usually wear a hat. //n Tom doesn't usually wear a big hat.,0
2938,Tom doesn't usually wear a big hat. //n Tom doesn't usually wear a hat.,1
2939,Tom doesn't usually wear a hat. //n Tom doesn't usually wear a hat or a cap.,0
2940,Tom doesn't usually wear a hat. //n Tom doesn't usually wear a mariachi hat.,0
2941,Tom doesn't usually wear a mariachi hat. //n Tom doesn't usually wear a hat.,1
2942,Tom doesn't usually wear a hat. //n Tom doesn't usually wear a black hat.,0
2943,Tom doesn't usually wear a black hat. //n Tom doesn't usually wear a hat.,1
2944,Tom doesn't usually wear a hat. //n Tom doesn't usually wear a red hat.,0
2945,Tom doesn't usually wear a red hat. //n Tom doesn't usually wear a hat.,1
2946,I don't believe in group therapy. //n I don't believe in group remedial therapy.,0
2947,I don't believe in group remedial therapy. //n I don't believe in group therapy.,1
2948,"If your child drinks poison, rush him to the hospital. //n If your child drinks liquid of poison, rush him to the hospital.",0
2949,"If your child drinks poison, rush him to the hospital. //n If your child drinks a bottle of poison, rush him to the hospital.",0
2950,"If your child drinks poison, rush him to the hospital. //n If your child drinks a type of poison, rush him to the hospital.",0
2951,"If your child drinks poison, rush him to the hospital. //n If your child drinks this danger poison, rush him to the hospital.",0
2952,"If your child drinks poison, rush him to the hospital. //n If your child drinks a little of poison, rush him to the hospital.",0
2953,"If your child drinks poison, rush him to the hospital. //n If your child drinks venom, rush him to the hospital.",0
2954,Tom says he doesn't want a girlfriend. //n Tom says he doesn't want a girlfriend and boyfriend.,0
2955,I had no choice but to go. //n I had no alternative choice but to go.,0
2956,I had no choice but to go. //n I had no valid choice but to go.,0
2957,I had no choice but to go. //n I had no easy choice but to go.,0
2958,I had no choice but to go. //n I had no better choice but to go.,0
2959,I had no choice but to go. //n I had no other choice but to go.,0
2960,Connecting a pc to the internet isn't rocket science. //n Connecting a pc to the internet isn't rocket science like in the movie.,0
2961,We don't accept charity. //n We don't accept charity or help.,0
2962,We don't accept charity. //n We don't accept charity from companies.,0
2963,We don't accept charity from companies. //n We don't accept charity.,1
2964,We don't accept charity. //n We don't accept generosity.,0
2965,We don't accept charity. //n We don't accept donation.,0
2966,No meal is complete without bread. //n No sophisticated meal is complete without bread.,0
2967,No sophisticated meal is complete without bread. //n No meal is complete without bread.,1
2968,No meal is complete without bread. //n No good meal is complete without bread.,0
2969,No good meal is complete without bread. //n No meal is complete without bread.,1
2970,Tom doesn't use steroids. //n Tom doesn't use intoxicated steroids.,0
2971,Tom doesn't use intoxicated steroids. //n Tom doesn't use steroids.,1
2972,I see no conspiracy there. //n I see no absurd conspiracies there.,0
2973,I see no absurd conspiracy there. //n I see no conspiracies there.,1
2974,I see no conspiracy there. //n I see no signs of conspiracy there.,0
2975,I see no signs of conspiracy there. //n I see no conspiracy there.,1
2976,I see no conspiracy there. //n I see no secret conspiracy there.,0
2977,It's no use crying over spilt milk. //n It's no use being sad and crying over spilt milk.,0
2978,I don't like to watch TV. //n I don't like to watch boring TV.,0
2979,I don't like to watch boring TV. //n I don't like to watch TV.,1
2980,I don't want to go to school! //n I don't want to go to business school!,0
2981,I don't want to go to business school! //n I don't want to go to school!,1
2982,The point of hipster subculture is to avoid conforming to societal norms. //n The point of hipster subculture today is to avoid conforming to societal norms.,0
2983,Some people have no patience. //n Some people have no patience at all.,0
2984,Some people have no patience. //n Some people have no patience about money.,0
2985,Some people have no patience about money. //n Some people have no patience.,1
2986,"If you wish for peace, prepare for war. //n If you wish for world peace, prepare for war.",0
2987,I don't really want to pay that much for a new car. //n I don't really want to pay that much for a new Nissan car.,0
2988,I don't really want to pay that much for a new Nissan car. //n I don't really want to pay that much for a new car.,1
2989,I don't really want to pay that much for a new car. //n I don't really want to pay that much for a new red car.,0
2990,I don't really want to pay that much for a new red car. //n I don't really want to pay that much for a new car.,1
2991,She was never heard speaking ill of others. //n She was never heard speaking ill of other actors.,0
2992,She was never heard speaking ill of other actors. //n She was never heard speaking ill of others.,1
2993,She was never heard speaking ill of others. //n She was never heard speaking ill of other women.,0
2994,She was never heard speaking ill of other women. //n She was never heard speaking ill of others.,1
2995,She can hardly speak Japanese. //n She can hardly speak Japanese she wants to talk.,0
2996,She can hardly speak Japanese she wants to talk. //n She can hardly speak Japanese.,1
2997,Tom wasn't expecting visitors. //n Tom wasn't expecting visitors from USA.,0
2998,Tom wasn't expecting visitors from USA. //n Tom wasn't expecting visitors.,1
2999,Tom wasn't expecting visits. //n Tom wasn't expecting visits of his cousins.,0
3000,Tom wasn't expecting visits of his cousins. //n Tom wasn't expecting visits.,1
3001,You have no choice in this matter. //n You have no clear choice in this matter.,0
3002,You have no clear choice in this matter. //n You have no choice in this matter.,1
3003,You have no choice in this matter. //n You have no valid choice in this matter.,0
3004,You have no valid choice in this matter. //n You have no choice in this matter.,1
3005,I can't draw a bird. //n I can't draw a birdie.,0
3006,Tom wouldn't hurt a fly. //n Tom wouldn't hurt a pesky fly.,0
3007,Tom wouldn't hurt a pesky fly. //n Tom wouldn't hurt a fly.,1
3008,Tom wouldn't hurt a fly. //n Tom wouldn't hurt a fly that's buzzing around.,0
3009,Tom wouldn't hurt a fly that's buzzing around. //n Tom wouldn't hurt a fly.,1
3010,Tom wouldn't hurt a fly. //n Tom wouldn't hurt a small fly.,0
3011,Tom wouldn't hurt a small fly. //n Tom wouldn't hurt a fly.,1
3012,Tom wouldn't hurt a fly. //n Tom wouldn't hurt a house fly.,0
3013,Tom wouldn't hurt a house fly. //n Tom wouldn't hurt a fly.,1
3014,That shouldn't be too much of a problem. //n That shouldn't be too much of a hurdle.,0
3015,That shouldn't be too much of a problem. //n That shouldn't be too much of a problem at home.,0
3016,That shouldn't be too much of a problem at home. //n That shouldn't be too much of a problem.,1
3017,He took no notice of me. //n He took no notice of me or my sister.,1
3018,He took no notice of me or my sister. //n He took no notice of me.,0
3019,I still have not learned to drive a car. //n I still have not learned to drive a manual car.,0
3020,I still have not learned to drive a manual car. //n I still have not learned to drive a car.,1
3021,I still have not learned to drive a car. //n I still have not learned to drive a car around the city.,0
3022,I still have not learned to drive a car around the city. //n I still have not learned to drive a car.,1
3023,I still have not learned to drive a car. //n I still have not learned to drive a standard shift car.,0
3024,I still have not learned to drive a standard shift car. //n I still have not learned to drive a car.,1
3025,I still have not learned to drive a car. //n I still have not learned to drive a new car.,0
3026,I still have not learned to drive a new car. //n I still have not learned to drive a car.,1
3027,Tom shouldn't make fun of Mary's limp. //n Tom shouldn't make unfriendly remarks of Mary's limp.,0
3028,Tom shouldn't make fun of Mary's limp. //n Tom shouldn't make silly fun of Mary's limp.,0
3029,Tom shouldn't make fun of Mary's limp. //n Tom shouldn't make loud fun of Mary's limp.,0
3030,He had no friends to help him. //n He had no friends or relatives to help him.,1
3031,He had no friends or relatives to help him. //n He had no friends to help him.,0
3032,He had no friend to help him. //n He had no good friend to help him.,0
3033,He had no good friend to help him. //n He had no friend to help him.,1
3034,There are no other options. //n There are no other alternatives.,0
3035,There are no other options. //n There are no other possibilities.,0
3036,There are no other options. //n There are no other options for you.,0
3037,There are no other options for you. //n There are no other options.,1
3038,There are no other options. //n There are no other kind of options.,0
3039,There are no other options. //n There are no other good options.,0
3040,There are no other good options. //n There are no other options.,1
3041,There are no other options. //n There are no other choices.,0
3042,Some people quarrel for no reason at all. //n Some people quarrel for no original reason at all.,0
3043,Some people quarrel for no original reason at all. //n Some people quarrel for no reason at all.,1
3044,Some people quarrel for no reason at all. //n Some people quarrel for no supported reason at all.,0
3045,Some people quarrel for no supported reason at all. //n Some people quarrel for no reason at all.,1
3046,Some people quarrel for no reason at all. //n Some people quarrel for no basis at all.,0
3047,Some people quarrel for no reason at all. //n Some people quarrel for no rationale at all.,0
3048,Many people in Fiji don't have access to clean drinking water. //n Many people in Fiji don't have access to clean drinking cold water.,0
3049,Many people in Fiji don't have access to clean drinking cold water. //n Many people in Fiji don't have access to clean drinking water.,1
3050,Many people in Fiji don't have access to clean drinking water. //n Many people in Fiji don't have access at all to clean drinking hot water.,0
3051,Many people in Fiji don't have access to clean drinking hot water. //n Many people in Fiji don't have access at all to clean drinking water.,1
3052,Many people in Fiji don't have access to clean drinking water. //n Many people in Fiji don't have basic access to clean drinking water.,0
3053,Many people in Fiji don't have basic access to clean drinking water. //n Many people in Fiji don't have access to clean drinking water.,1
3054,Many people in Fiji don't have any access to clean drinking water. //n Many people in Fiji don't have any comfortable access to clean drinking water.,0
3055,Many people in Fiji don't have any comfortable access to clean drinking water. //n Many people in Fiji don't have any access to clean drinking water.,1
3056,Many people in Fiji don't have access to clean drinking water. //n Many people in Fiji don't have simple access to clean drinking water.,0
3057,Many people in Fiji don't have simple access to clean drinking water. //n Many people in Fiji don't have access to clean drinking water.,1
3058,Many people in Fiji don't have access to clean drinking water. //n Many people in Fiji don't have public access to clean drinking water.,0
3059,Many people in Fiji don't have public access to clean drinking water. //n Many people in Fiji don't have access to clean drinking water.,1
3060,My brother and sister get up about seven-thirty every morning. //n My brother and sister get up about seven-thirty every weekday morning.,0
3061,My brother and sister get up about seven-thirty every weekday morning. //n My brother and sister get up about seven-thirty every morning.,1
3062,My brother and sister get up about seven-thirty every morning. //n My brother and sister get up about seven-thirty every morning in summer.,0
3063,My brother and sister get up about seven-thirty every morning in summer. //n My brother and sister get up about seven-thirty every morning.,1
3064,My brother and sister get up about seven-thirty every morning. //n My brother and sister get up about seven-thirty every school day morning.,0
3065,My brother and sister get up about seven-thirty every school morning. //n My brother and sister get up about seven-thirty every day morning.,1
3066,My brother and sister get up about seven-thirty every morning. //n My brother and sister get up about seven-thirty every morning in the holidays.,0
3067,My brother and sister get up about seven-thirty every morning in the holidays. //n My brother and sister get up about seven-thirty every morning.,1
3068,My brother and sister get up about seven-thirty every morning. //n My brother and sister get up about seven-thirty every early in the morning.,0
3069,There's no other way to do this. //n There's no other way or means to do this.,0
3070,There's no other way to do this. //n There's no other alternative way to do this.,0
3071,There's no other way to do this. //n There's no other possible way to do this.,0
3072,There's no other way to do this. //n There's no other simpler way to do this.,0
3073,It isn't a secret. //n It isn't a very classified secret.,0
3074,It isn't a secret. //n It isn't an important secret.,0
3075,It isn't an important secret. //n It isn't a secret.,1
3076,Ben learned to make a fire without matches. //n Ben learned to make a fire without incendiary matches.,0
3077,Ben learned to make a fire without matches. //n Ben learned to make a fire without matches and lighters.,0
3078,My mother doesn't like to watch TV. //n My mother doesn't like to watch journal TV.,0
3079,My mother doesn't like to watch journal TV. //n My mother doesn't like to watch TV.,1
3080,We play football every saturday. //n We play football in the morning every saturday.,1
3081,We play football in the morning every saturday. //n We play football every saturday.,0
3082,We play football at night every saturday. //n We play football every saturday.,0
3083,We play football every saturday. //n We play football at night every saturday.,1
3084,We play football every saturday in spring. //n We play football every saturday.,1
3085,We play football every saturday. //n We play football every saturday in spring.,0
3086,Dan didn't use a phone. //n Dan didn't use a mobile phone.,0
3087,Dan didn't use a mobile phone. //n Dan didn't use a phone.,1
3088,Dan didn't use a phone. //n Dan didn't use a harmful radiating mobile phone.,0
3089,Dan didn't use a harmful radiating mobile phone. //n Dan didn't use a phone.,1
3090,Dan didn't use a phone. //n Dan didn't use a black mobile phone.,0
3091,Dan didn't use a black mobile phone. //n Dan didn't use a phone.,1
3092,Not a few houses were destroyed in the typhoon. //n Not a few houses and buildings were destroyed in the typhoon.,0
3093,Not a few houses were destroyed in the typhoon. //n Not a few homesteads were destroyed in the typhoon.,0
3094,Not a few homesteads were destroyed in the typhoon. //n Not a few houses were destroyed in the typhoon.,1
3095,I don't want to go to work! //n I don't want to go to work at the company!,0
3096,I don't want to go to work at the company! //n I don't want to go to work!,1
3097,I don't want to go to work! //n I don't want to go to work this morning!,0
3098,I don't want to go to work this morning! //n I don't want to go to work!,1
3099,I don't want to go to work! //n I don't want to go to work for government anymore!,0
3100,I don't want to go to work for government anymore! //n I don't want to go to work!,1
3101,I don't want to go to work! //n I don't want to go to awful work!,0
3102,I don't want to go to awful work! //n I don't want to go to work!,1
3103,The weather forecast is not reliable at all. //n The weather forecast is not reliable at all in summer.,0
3104,The weather forecast is not reliable at all in summer. //n The weather forecast is not reliable at all.,1
3105,I know it's not a joke. //n I know it's not a funny joke.,0
3106,I know it's not a funny joke. //n I know it's not a joke.,1
3107,I know it's not a joke. //n I know it's not a joke which wasn't made before by me.,0
3108,I know it's not a joke which wasn't made before by me. //n I know it's not a joke.,1
3109,I know it's not a joke. //n I know it's not a good joke.,0
3110,I know it's not a good joke. //n I know it's not a joke.,1
3111,Tom never forgets a name or a face. //n Tom never forgets a full name or a face.,0
3112,You don't like love stories. //n You don't like intense love stories.,0
3113,You don't like love intense stories. //n You don't like love stories.,1
3114,"They've been looking for the plane for eight days, without success. //n They've been looking for the plane for eight days, without great success.",0
3115,"They've been looking for the plane for eight days, without great success. //n They've been looking for the plane for eight days, without success.",1
3116,"They've been looking for the plane for eight days, without success. //n They've been looking for the plane for eight days, without splendid success.",0
3117,"They've been looking for the plane for eight days, without splendid success. //n They've been looking for the plane for eight days, without success.",1
3118,"They've been looking for the plane for eight days, without success. //n They've been looking for the plane for eight days, without success and benefit.",0
3119,Cats don't like dogs. //n Cats don't like ferocious dogs.,0
3120,Cats don't like ferocious dogs. //n Cats don't like dogs.,1
3121,Cats don't like dogs. //n Cats don't like dogs that bark a lot.,0
3122,Cats don't like dogs that bark a lot. //n Cats don't like dogs.,1
3123,Cats don't like dogs. //n Cats don't like pups.,0
3124,Cats don't like pups. //n Cats don't like dogs.,1
3125,Cats don't like dogs. //n Cats don't like bitchs.,0
3126,Cats don't like bitchs. //n Cats don't like dogs.,1
3127,Cats don't like dogs. //n Cats don't like stray dogs.,0
3128,Cats don't like stray dogs. //n Cats don't like dogs.,1
3129,He plays golf every sunday. //n He plays golf every sunday with his best friends.,1
3130,He plays golf every sunday with his best friends. //n He plays golf every sunday.,0
3131,She doesn't always take a trip to France in summer. //n She doesn't always take a trip to France in hot summer.,0
3132,She doesn't always take a trip to France in hot summer. //n She doesn't always take a trip to France in summer.,1
3133,She doesn't always take a trip to France in summer. //n She doesn't always take a trip to France in very hot summer.,0
3134,She doesn't always take a trip to France in very hot summer. //n She doesn't always take a trip to France in summer.,1
3135,She doesn't always take a trip to France in summer. //n She doesn't always take a trip to France with her family in summer.,0
3136,She doesn't always take a trip to France with her family in summer. //n She doesn't always take a trip to France in summer.,1
3137,She doesn't always take a trip to France and italy in summer. //n She doesn't always take a trip to France in summer.,1
3138,She doesn't always take a trip to France in summer. //n She doesn't always take a trip to France and italy in summer.,0
3139,I can't imagine life without him. //n I can't imagine living without him.,0
3140,I can't imagine life without him. //n I can't imagine life without him and his dog.,1
3141,I can't imagine life without him and his dog. //n I can't imagine life without him.,0
3142,I can't imagine life without him. //n I can't imagine our life without his family.,1
3143,I can't imagine life without his family. //n I can't imagine our life without him.,0
3144,I can't imagine life without him. //n I can't imagine life in U.S. without him.,0
3145,I can't imagine life in U.S. without him. //n I can't imagine life without him.,1
3146,"We combed police records of the incident but found no mention of witnesses seeing a tall, bearded man. //n We combed police records of the incident but found no precise mention of witnesses seeing a tall, bearded man.",0
3147,"We combed police records of the incident but found no precise mention of witnesses seeing a tall, bearded man. //n We combed police records of the incident but found no mention of witnesses seeing a tall, bearded man.",1
3148,"We combed police records of the incident but found no mention of witnesses seeing a tall, bearded man. //n We combed police records of the incident but found no slight mention of witnesses seeing a tall, bearded man.",0
3149,"We combed police records of the incident but found no slight mention of witnesses seeing a tall, bearded man. //n We combed police records of the incident but found no mention of witnesses seeing a tall, bearded man.",1
3150,"We combed police records of the incident but found no mention of witnesses seeing a tall, bearded man. //n We combed police records of the incident but found no unexpected mention of witnesses seeing a tall, bearded man.",0
3151,"We combed police records of the incident but found no unexpected mention of witnesses seeing a tall, bearded man. //n We combed police records of the incident but found no mention of witnesses seeing a tall, bearded man.",1
3152,"We combed police records of the incident but found no mention of witnesses seeing a tall, bearded man. //n We combed police records of the incident but found no clear mention of witnesses seeing a tall, bearded man.",0
3153,"We combed police records of the incident but found no clear mention of witnesses seeing a tall, bearded man. //n We combed police records of the incident but found no mention of witnesses seeing a tall, bearded man.",1
3154,The garrison saw no choice but to surrender. //n The garrison saw no chance but to surrender.,0
3155,The garrison saw no choice but to surrender. //n The garrison saw no more choice but to surrender.,0
3156,The garrison saw no choice but to surrender. //n The garrison saw no good choice but to surrender.,0
3157,The garrison saw no good choice but to surrender. //n The garrison saw no choice but to surrender.,1
3158,The garrison saw no choice but to surrender. //n The garrison saw no possible choice but to surrender.,0
3159,The garrison saw no possible choice but to surrender. //n The garrison saw no choice but to surrender.,1
3160,The garrison saw no choice but to surrender. //n The garrison saw no special choice but to surrender.,0
3161,The garrison saw no special choice but to surrender. //n The garrison saw no choice but to surrender.,1
3162,Every member of the cabinet was present. //n Every old member of the cabinet was present.,0
3163,Every old member of the cabinet was present. //n Every member of the cabinet was present.,1
3164,Every member of the cabinet was present. //n Every female member of the cabinet was present.,0
3165,Every female member of the cabinet was present. //n Every member of the cabinet was present.,1
3166,Every member of the cabinet was present. //n Every participant of the cabinet was present.,0
3167,Every member of the cabinet was present. //n Every particular member of the cabinet was present.,0
3168,Every particular member of the cabinet was present. //n Every member of the cabinet was present.,1
3169,Every member of the cabinet was present. //n Every gold partner member of the cabinet was present.,0
3170,Every gold partner member of the cabinet was present. //n Every member of the cabinet was present.,1
3171,I haven't made much progress. //n I haven't made much progress in work.,0
3172,I haven't made much progress in work. //n I haven't made much progress.,1
3173,I haven't made much progress. //n I haven't made much progress today.,0
3174,I haven't made much progress today. //n I haven't made much progress.,1
3175,She doesn't always take a trip to France in summer. //n She doesn't always take a walk to France in summer.,0
3176,She doesn't always take a trip to France in summer. //n She doesn't always take a business trip to France in summer.,0
3177,She doesn't always take a business trip to France in summer. //n She doesn't always take a trip to France in summer.,1
3178,"If I'd taken the plane, I wouldn't be alive now. //n If I'd taken the plane which crushed over the ocean, I wouldn't be alive now.",0
3179,"If I'd taken the plane which crushed over the ocean, I wouldn't be alive now. //n If I'd taken the plane, I wouldn't be alive now.",1
3180,"If I'd taken the plane, I wouldn't be alive now. //n If I'd taken the unfortunate plane, I wouldn't be alive now.",0
3181,"If I'd taken the unfortunate plane, I wouldn't be alive now. //n If I'd taken the plane, I wouldn't be alive now.",1
3182,"If I'd taken the plane, I wouldn't be alive now. //n If I'd taken the blue plane, I wouldn't be alive now.",0
3183,"If I'd taken the blue plane, I wouldn't be alive now. //n If I'd taken the plane, I wouldn't be alive now.",1
3184,"If I'd taken the plane, I wouldn't be alive now. //n If I'd taken the plane yesterday, I wouldn't be alive now.",0
3185,"If I'd taken the plane yesterday, I wouldn't be alive now. //n If I'd taken the plane, I wouldn't be alive now.",1
3186,"If I'd taken the plane, I wouldn't be alive now. //n If I'd taken the aeroplane, I wouldn't be alive now.",0
3187,If Esperanto were an easy language I wouldn't need a proofreader. //n If tamil were an easy language I wouldn't need a proofreader.,0
3188,If Esperanto were an easy language I wouldn't need a proofreader. //n If international Esperanto were an easy language I wouldn't need a proofreader.,0
3189,You don't stand a snowball's chance in hell. //n You don't stand a snowball's chance in a fire of hell.,0
3190,You don't stand a snowball's chance in hell. //n You don't stand a snowball's chance in hell at all.,0
3191,You don't stand a snowball's chance in hell. //n You don't stand a snowball's chance in gloomy hell.,0
3192,People who regularly work in the open air do not suffer from sleeplessness. //n People who regularly work in the open air do not suffer from lack of deep sleep.,0
3193,People who regularly work in the open air do not suffer from lack of deep sleep. //n People who regularly work in the open air do not suffer from sleeplessness.,1
3194,People who regularly work in the open air do not suffer from sleeplessness. //n People who regularly work in the open air do not suffer from diseases called insomnia.,0
3195,Tom and Mary talked all afternoon. //n Tom and Mary talked all afternoon until night.,0
3196,Tom and Mary talked all afternoon until night. //n Tom and Mary talked all afternoon.,1
3197,Tom doesn't have an alibi. //n Tom doesn't have an alibi for last night.,0
3198,Tom doesn't have an alibi for last night. //n Tom doesn't have an alibi.,1
3199,Tom doesn't have an alibi. //n Tom doesn't have an alibi for himself.,0
3200,Tom doesn't have an alibi. //n Tom doesn't have an acceptable alibi.,0
3201,Tom doesn't have an acceptable alibi. //n Tom doesn't have an alibi.,1
3202,The word came to be used for all small heavenly bodies revolving about larger ones. //n The word came to be used for all the little celestials in heaven with god.,0
3203,The word came to be used for all small heavenly bodies revolving about larger ones. //n The word came to be used for all small heavenly artificial bodies revolving about larger ones.,0
3204,The word came to be used for all small heavenly artificial bodies revolving about larger ones. //n The word came to be used for all small heavenly bodies revolving about larger ones.,1
3205,The word came to be used for all small heavenly bodies revolving about larger ones. //n The word came to be used for all small heavenly dusty bodies revolving about larger ones.,0
3206,The word came to be used for all small heavenly dusty bodies revolving about larger ones. //n The word came to be used for all small heavenly bodies revolving about larger ones.,1
3207,The word came to be used for all small heavenly bodies revolving about larger ones. //n The word came to be used for all small heavenly planets revolving about larger ones.,0
3208,My mother doesn't like watching TV. //n My mother doesn't like watching soap operas.,0
3209,My mother doesn't like watching soap operas. //n My mother doesn't like watching TV.,1
3210,My mother doesn't like watching TV. //n My mother doesn't like watching TV during the day.,0
3211,My mother doesn't like watching TV during the day. //n My mother doesn't like watching TV.,1
3212,My mother doesn't like watching TV. //n My mother doesn't like watching TV by herself.,0
3213,My mother doesn't like watching TV by herself. //n My mother doesn't like watching TV.,1
3214,My mother doesn't like watching TV. //n My mother doesn't like watching dramatic TV.,0
3215,My mother doesn't like watching dramatic TV. //n My mother doesn't like watching TV.,1
3216,My mother doesn't like watching TV. //n My mother doesn't like watching TV at night.,0
3217,My mother doesn't like watching TV at night. //n My mother doesn't like watching TV.,1
3218,They had no alternative energy sources. //n They had no alternative energy big sources.,0
3219,They had no alternative energy big sources. //n They had no alternative energy sources.,1
3220,They had no alternative energy sources. //n They had no alternative energy green sources.,0
3221,They had no alternative energy green sources. //n They had no alternative energy sources.,1
3222,They had no alternative energy sources. //n They had no alternative energy clean sources.,0
3223,They had no alternative energy clean sources. //n They had no alternative energy sources.,1
3224,This glue does not adhere to plastic. //n This glue does not adhere to plastic fastly.,0
3225,This glue does not adhere to plastic fastly. //n This glue does not adhere to plastic.,1
3226,There is no scientific basis for these claims. //n There is no scientific basis of integrative medicine for these claims.,0
3227,There is no scientific basis for these claims. //n There is no scientific and humanity basis for these claims.,0
3228,There is no scientific basis for these claims. //n There is no scientific basis from you for these claims.,0
3229,Every morning I ask myself why. //n Every day I ask myself why.,0
3230,Every day I ask myself why. //n Every morning I ask myself why.,1
